codigo_siafi;processo_compra_siad;numero_empenho;data_empenho;razao_social_credor;cnpj_cpf_credor;categoria_economica_codigo;categoria_economica_descricao;grupo_despesa_codigo;grupo_despesa_descricao;codigo_elemento;elemento_despesa;modalidade_aplicacao_codigo;modalidade_aplicacao_descricao;codigo_item;item_despesa;codigo_fonte;fonte_recurso;valor_empenhado;valor_inscrito_rpp;valor_inscrito_rpnp;valor_liquidado_rp;valor_cancelado_rpp;valor_cancelado_rpnp;valor_restabelecido_rpp;valor_restabelecido_rpnp;valor_pago_rpp;valor_pago_rpnp
9259519;0000000 000000/0000;461;2021-12-30;PM DIVINOPOLIS;18.291.351/0001-64;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;42;AUXILIOS;40;TRANSFERENCIAS A MUNICIPIOS;1;AUXILIOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;300000,0;0,0;0,0;0,0;0,0;0;0,0;300000,0;0,0
9259519;0000000 000000/0000;462;2021-12-30;PM DIVINOPOLIS;18.291.351/0001-64;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;42;AUXILIOS;40;TRANSFERENCIAS A MUNICIPIOS;1;AUXILIOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;180000,0;0,0;0,0;0,0;0,0;0;0,0;180000,0;0,0
9259519;0000000 000000/0000;463;2021-12-30;PM DIVINOPOLIS;18.291.351/0001-64;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;42;AUXILIOS;40;TRANSFERENCIAS A MUNICIPIOS;1;AUXILIOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;200000,0;0,0;0,0;0,0;0,0;0;0,0;200000,0;0,0
9270218;1259968 000022/2022;1655;2023-08-04;CONSTRUTORA ANDRADE & TEIXEIRA LTDA;04.535.778/0001-56;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;462793,49;0,0;528358,86;462793,49;0,0;65565,37;0;0,0;0,0;457239,98
9270218;1259968 000022/2022;2881;2022-12-29;CONSTRUTORA ANDRADE & TEIXEIRA LTDA;04.535.778/0001-56;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;10;RECURSOS ORDINARIOS;37127,26;0,0;37127,26;37127,26;0,0;0,0;0;0,0;0,0;37127,26
9270218;1259968 000022/2022;2882;2022-12-29;CONSTRUTORA ANDRADE & TEIXEIRA LTDA;04.535.778/0001-56;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;345710,0;0,0;345710,0;345710,0;0,0;0,0;0;0,0;0,0;345294,19
9270218;1259968 000022/2022;2883;2022-12-29;CONSTRUTORA ANDRADE & TEIXEIRA LTDA;04.535.778/0001-56;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;703931,13;0,0;891786,62;703931,13;0,0;30923,28;0;0,0;0,0;696705,27
9270221;1259968 000023/2022;2244;2022-10-25;WATT CONSTRUTORA LTDA;37.513.162/0001-33;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;600000,0;0,0;778568,22;600000,0;0,0;0,0;0;0,0;0,0;567857,19
9270221;1259968 000023/2022;2245;2022-10-25;WATT CONSTRUTORA LTDA;37.513.162/0001-33;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;10;RECURSOS ORDINARIOS;50444,47;0,0;50444,47;50444,47;0,0;0,0;0;0,0;0,0;47922,24
9270221;1259968 000023/2022;2248;2022-10-26;WATT CONSTRUTORA LTDA;37.513.162/0001-33;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;260836,22;0,0;434995,04;260836,22;0,0;28922,51;0;0,0;0,0;246398,64
9270222;1254266 000083/2023;330;2024-06-05;FELIPE ARAUJO DE CARVALHO;32.058.918/0001-88;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO - RECURSOS RECEBIDOS ATE 2023;101221,29;0,0;110513,62;101221,29;0,0;9292,33;0;0,0;0,0;99196,86
9270222;1254266 000083/2023;336;2024-06-06;FELIPE ARAUJO DE CARVALHO;32.058.918/0001-88;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;71599,77;0,0;78172,76;71599,77;0,0;6572,99;0;0,0;0,0;70167,77
9290319;1301017 000061/2018;1;2021-12-30;EFICIENCIA CONSTRUTORA LTDA;04.764.300/0001-06;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;3;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;1994879,97;0,0;2647312,6;1994879,97;0,0;5120,03;0;0,0;0,0;1924786,85
9290581;1401269 000080/2021;580;2021-12-30;LS SERVICOS DE INFORMATICA E ELETRONICA LTDA;10.793.812/0001-95;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;4345,84;0,0;4345,84;4345,84;0,0;0,0;0;0,0;0,0;4345,84
9290581;1401269 000080/2021;581;2021-12-30;MULTIREDE DISTRIBUIDORA LTDA;01.115.345/0001-53;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;16800,0;0,0;16800,0;16800,0;0,0;0,0;0;0,0;0,0;16800,0
9290581;1401269 000080/2021;583;2021-12-30;INVICTUS TECNOLOGIA EIRELI;34.499.979/0001-06;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;1736,58;0,0;1736,58;1736,58;0,0;0,0;0;0,0;0,0;1736,58
9290581;1401269 000160/2021;506;2021-12-29;DELL COMPUTADORES DO BRASIL LTDA;72.381.189/0010-01;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;94836,0;0,0;94836,0;94836,0;0,0;0,0;0;0,0;0,0;94836,0
9290581;1401269 000161/2021;470;2021-12-27;MOTOROLA SOLUTIONS LTDA;10.652.730/0006-35;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;168000,0;0,0;336000,0;168000,0;0,0;0,0;0;0,0;0,0;168000,0
9290581;1401269 000168/2021;503;2021-12-29;MICROSENS S/A;78.126.950/0011-26;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;3100,0;0,0;3100,0;3100,0;0,0;0,0;0;0,0;0,0;3100,0
9290581;1401269 000168/2021;522;2021-12-29;POSITIVO TECNOLOGIA S.A.;81.243.735/0019-77;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;8435,14;0,0;8435,14;8435,14;0,0;0,0;0;0,0;0,0;8435,14
9290582;1401269 000150/2021;465;2021-12-27;3M DO BRASIL LTDA;45.985.371/0001-08;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;26;EQUIPAMENTOS DE PROTECAO, SEGURANCA E SOCORRO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;94500,0;0,0;283500,0;94500,0;0,0;0,0;0;0,0;0,0;94500,0
9290582;1401269 000150/2021;466;2021-12-27;3M DO BRASIL LTDA;45.985.371/0001-08;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;26;EQUIPAMENTOS DE PROTECAO, SEGURANCA E SOCORRO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;441000,0;0,0;1323000,0;441000,0;0,0;0,0;0;0,0;0,0;441000,0
9290582;1401269 000154/2021;434;2021-12-14;AFTER LIMITS COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA;26.342.129/0001-71;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;10;FERRAMENTAS, EQUIP. E INSTRUMENTOS P/ OFICINA, MEDICAO E INSPECAO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;673,3;0,0;673,3;673,3;0,0;0,0;0;0,0;0,0;673,3
9290582;1401269 000154/2021;435;2021-12-14;SERGIO PROVIM & CIA LTDA;03.607.889/0001-68;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;4;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;23657,0;0,0;23657,0;23657,0;0,0;0,0;0;0,0;0,0;23657,0
9290582;1401269 000154/2021;436;2021-12-14;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA;15.453.449/0001-82;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;26;EQUIPAMENTOS DE PROTECAO, SEGURANCA E SOCORRO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;140000,0;0,0;140000,0;140000,0;0,0;0,0;0;0,0;0,0;140000,0
9290582;1401269 000154/2021;437;2021-12-14;AFTER LIMITS COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA;26.342.129/0001-71;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;4;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;192000,0;0,0;192000,0;192000,0;0,0;0,0;0;0,0;0,0;192000,0
9290582;1402027 000022/2022;1059;2022-09-27;LOGGERAIS, INDUSTRIA, COMERCIO E DISTRIBUIDORA LTDA - ME;09.368.381/0001-30;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;14;MOBILIARIO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;22236,0;0,0;22236,0;22236,0;0,0;0,0;0;0,0;0,0;22236,0
9290582;1402027 000027/2022;1411;2022-12-27;ABADE & CAPELLI INDUSTRIA E COMERCIO DE MOVEIS LTDA - ME;20.323.529/0001-53;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;14;MOBILIARIO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;17503,92;0,0;17503,92;17503,92;0,0;0,0;0;0,0;0,0;17503,92
9290582;1402027 000027/2022;1415;2022-12-28;LOGGERAIS, INDUSTRIA, COMERCIO E DISTRIBUIDORA LTDA - ME;09.368.381/0001-30;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;14;MOBILIARIO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;15550,0;0,0;15550,0;15550,0;0,0;0,0;0;0,0;0,0;15550,0
9290583;1401269 000128/2021;429;2021-12-10;VEMINAS CAMINHOES LTDA;00.754.526/0001-67;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;914000,0;0,0;914000,0;914000,0;0,0;0,0;0;0,0;0,0;914000,0
9290583;1401269 000129/2021;428;2021-12-10;GENERAL MOTORS DO BRASIL LTDA;59.275.792/0001-50;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;183600,0;0,0;367200,0;183600,0;0,0;0,0;0;0,0;0,0;183600,0
9290583;1401269 000142/2022;426;2022-12-30;RIO DOCE COMERCIO DE VEICULOS LTDA;13.426.763/0001-40;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;64900,0;0,0;64900,0;64900,0;0,0;0,0;0;0,0;0,0;64900,0
9292026;1511189 000051/2022;355;2022-08-30;A & R COMERCIO E SERVICOS LTDA;13.050.599/0001-10;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;7;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;417669,09;0,0;563354,37;417669,09;0,0;17069,18;0;0,0;0,0;390492,69
9292027;1511189 000016/2022;59;2022-06-03;ETERA CONSTRUCOES E ISOLAMENTOS LTDA;04.947.516/0001-07;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;90;APLICACOES DIRETAS;7;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;218272,36;0,0;218558,93;218272,36;0,0;286,57;0;0,0;0,0;203648,12
9292804;1511189 000079/2023;142;2023-08-01;DATEN TECNOLOGIA LTDA;04.602.789/0001-01;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;4177,0;0,0;0,0;0,0;0,0;0;0,0;4126,88;0,0
9292804;1511189 000079/2023;158;2023-08-10;GRUPO MULTILASER S.A.;59.717.553/0006-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;3300,0;3300,0;3300,0;3300,0;0,0;0,0;0;0,0;3260,4;0,0
9292804;1511189 000127/2023;193;2023-09-22;SANTIAGO & CINTRA IMPORTACAO E EXPORTACAO LTDA;51.536.795/0006-00;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;1;AERONAVES E COMPONENTES ESTRUTURAIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;29958,0;0,0;0,0;0,0;0,0;0;0,0;29598,5;0,0
9292804;1511189 000292/2021;381;2021-12-28;REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA;65.149.197/0002-51;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;29200,0;0,0;29200,0;29200,0;0,0;0,0;0;0,0;0,0;29200,0
9292804;1511189 000297/2021;347;2021-12-20;POSITIVO TECNOLOGIA S.A.;81.243.735/0009-03;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;39670,0;0,0;39670,0;39670,0;0,0;0,0;0;0,0;0,0;39670,0
9292804;1511189 000298/2022;663;2022-12-29;STRADA VEICULOS E PECAS LTDA;01.654.749/0001-15;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;160000,0;0,0;160000,0;160000,0;0,0;0,0;0;0,0;0,0;160000,0
9292805;1511189 000079/2023;156;2023-08-10;GRUPO MULTILASER S.A.;59.717.553/0006-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;16500,0;0,0;16500,0;16500,0;0,0;0,0;0;0,0;0,0;16302,0
9292805;1511189 000087/2023;166;2023-08-10;ISRAEL WEAPON INDUSTRIES (I.W.I) LTD;99.999.990/1104-40;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;22032,4;0,0;22032,4;22032,4;0,0;0,0;0;0,0;0,0;22032,4
9292805;1511189 000092/2023;187;2023-09-19;3D PROJETOS E ASSESSORIA EM INFORMATICA LTDA;07.766.048/0002-35;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;12;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;158,87;0,0;0,0;0,0;0,0;0;0,0;156,96;0,0
9292805;1511189 000155/2022;357;2022-09-01;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;135000,0;0,0;135000,0;135000,0;0,0;0,0;0;0,0;0,0;135000,0
9292805;1511189 000166/2022;129;2023-07-12;GLOCK AMERICA S.A.;99.999.990/1090-00;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;8466,0;0,0;0,0;0,0;0,0;0;0,0;8466,0;0,0
9292805;1511189 000287/2023;271;2023-12-27;REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA;65.149.197/0002-51;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;6020,0;0,0;6020,0;6020,0;0,0;0,0;0;0,0;0,0;5947,76
9292879;1250072 000003/2021;213;2021-12-27;HANBAI COMERCIO DE MOTOS LTDA;15.082.489/0001-65;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;357000,0;0,0;357000,0;357000,0;0,0;0,0;0;0,0;0,0;357000,0
